"120326,202307,Auditoría,""Después de cargar proveedores, CARGAR una auditoría para cada proveedor (confirmación previa de Telefónica)"",teleSYGRIS_AUDITORIA_202307,221510,NULL,0";;
"120326,221507,""Empresa auditora"",""Datatype (Catálogo empresas que van a hacer la auditoría)"",teleSYGRIS_EMPRESA_AUDITORA_221507,221510,NULL,0";;
"120326,202308,""Plan de acción"",""(no se usa)"",teleSYGRIS_PLAN_DE_ACCION_202308,221510,NULL,0";;
"120326,221508,Auditores,""Listado de auditores para cada auditoría que rellenan desde la pantalla"",teleSYGRIS_AUDITORES_221508,221510,NULL,0";;
"120326,232779,""Comentarios planes acción"",""Comentarios entre proveedor y gestor"",teleSYGRIS_COMENTARIOS_PLANES_ACCION_232779,221510,NULL,0";;
"120326,201818,""Cuestionario proveedores"",""Respuestas de los proveedores. Lo rellenan desde la pantalla"",teleSYGRIS_CUESTIONARIO_PROVEEDORES_201818,221510,NULL,0";;
"120326,231771,""Comentarios dialogos"",""Comentarios entre proveedor y gestor"",teleSYGRIS_COMENTARIOS_DIALOGOS_231771,221510,NULL,0";;
"120326,201822,Preguntas,""Preguntas de la auditoría. CARGAR CADA AÑO"",teleSYGRIS_PREGUNTAS_201822,221510,NULL,0";;
"120326,201844,""Preguntas según país"",""Preguntas para cada país. CARGAR CADA AÑO"",teleSYGRIS_PREGUNTAS_SEGUN_PAIS_201844,221510,NULL,0";;
"120326,201851,""Preguntas por proveedor"",""Preguntas para cada tipo proveedor. CARGAR CADA AÑO (no se usa)"",teleSYGRIS_PREGUNTAS_POR_PROVEEDOR_201851,221510,NULL,0";;
"120326,239498,""Repositorio Informes consolidados"",""(no se usa)"",teleSYGRIS_REPOSITORIO_INFORMES_CONSOLIDAD_239498,221510,NULL,0";;
"120326,211342,""Información proveedores (no usada)"",""(no se usa)"",teleSYGRIS_INFORMACION_PROVEEDORES_NO_USAD_211342,221510,NULL,0";;
"120326,229520,""Repositorio Ficheros Adjuntos"",""Documentos que carga Telefónica desde la pantalla"",teleSYGRIS_REPOSITORIO_FICHEROS_ADJUNTOS_229520,221510,NULL,0";;
"120326,231829,""Estado diálogos"",""Datatype (finalizado, revisado, entregado)"",teleSYGRIS_ESTADO_DIALOGOS_231829,221510,NULL,0";;
"120326,238254,""Motivos no realización auditoria Translations"",""Translations table for collection Motivos no realización auditoria"",teleSYGRIS_MOTIVOS_NO_REALIZACION_AUDITORI_238254,221510,NULL,1";;
"120326,242117,""Auxiliar fecha ejecucion"",""Colección auxiliar que se rellena sola"",teleSYGRIS_AUXILIAR_FECHA_EJECUCION_242117,221510,NULL,0";;
"120326,231626,""Tipo de Riesgo ante NC"",""Datatype tipo de riesgo y plazo"",teleSYGRIS_TIPO_DE_RIESGO_ANTE_NC_231626,221510,237079,0";;
"120326,231630,""Tipo información requerida"",""Datatype (cualitativa, riesgo, N/A)"",teleSYGRIS_TIPO_INFORMACION_REQUERIDA_231630,221510,237080,0";;
"120326,208591,""Participantes auditados"",""Se rellena desde la pantalla"",teleSYGRIS_PARTICIPANTES_AUDITADOS_208591,221510,NULL,0";;
"120326,231637,""Comentarios informe"",""(no se usa)"",teleSYGRIS_COMENTARIOS_INFORME_231637,221510,NULL,0";;
"120326,230372,""Años auditorias"",""Datatype años (con año pasado y futuro)"",teleSYGRIS_ANOS_AUDITORIAS_230372,221510,NULL,0";;
"120326,230628,Injerencia,""Preguntas de injerencia de cada auditoría. Se rellena desde la pantalla"",teleSYGRIS_INJERENCIA_230628,221510,NULL,0";;
"120326,230629,""Datatype 1 - Injerencia"",Datatype,teleSYGRIS_DATATYPE_1_INJERENCIA_230629,221510,NULL,0";;
"120326,230630,""Datatype 2 - Injerencia"",Datatype,teleSYGRIS_DATATYPE_2_INJERENCIA_230630,221510,NULL,0";;
"120326,230631,""Datatype 3 - Injerencia"",Datatype,teleSYGRIS_DATATYPE_3_INJERENCIA_230631,221510,NULL,0";;
"120326,233461,""Auxiliar para triggers de auditorias"",""Colección auxiliar que se rellena con una query, para usar en triggers"",teleSYGRIS_AUXILIAR_PARA_TRIGGERS_DE_AUDIT_233461,221510,NULL,0";;
"120326,204916,""2017 - tele - Coleccion Energia Otros v2"",,teleSYGRIS_2017_tele_COLECCION_ENERG_204916,204966,NULL,0";;
"120326,204931,""2017 - tele - Coleccion Consumos Energia v2"",,teleSYGRIS_2017_tele_COLECCION_CONSU_204931,204966,NULL,0";;
"120326,203061,""Comunidades Perfiles"",,teleSYGRIS_COMUNIDADES_PERFILES_203061,202886,NULL,0";;
120326,204398,Innovacion_comunidades,,teleSYGRIS_INNOVACION_COMUNIDADES_204398,202886,NULL,0;;
"120326,208599,""Mundo_ accesos"",,teleSYGRIS_MUNDO__ACCESOS_208599,202886,NULL,0";;
"120326,203238,""Mundo Perfiles"",,teleSYGRIS_MUNDO_PERFILES_203238,202886,NULL,0";;
"120326,203000,""Traducciones Perfiles"",,teleSYGRIS_TRADUCCIONES_PERFILES_203000,202886,NULL,0";;
"120326,202743,""Servicios/productos ofrecidos a menores"",""Todos los productos y servicios que Telefónica ofrece especificamente a menores (se define ""menor"" según la legislación local de cada país) via web, TV, tiendas o cualquier otro canal. Se incluyen tambien promociones temporales, entiendo como tal, aquellas que se lanzan durante un tiempo concreto para dar visibilidad a un producto/servicio. Se especificará el nombre, tipo de producto/servicio, descripción, público al que va dirigido y url pública que confirma la existencia de ese producto/servicio"",teleSYGRIS_SERVICIOSPRODUCTOS_OFRECIDOS_A__202743,202774,NULL,0";;
"120326,202744,""Servicios/productos/herramientas cuyo objetivo es la protección al menor en el entorno digital (movil, Internet y TV)"",""Todos los productos/servicios/herramientas que  ofrecen soluciones para proteger la privacidad, seguridad y la actividad del menor en red (movil, Internet y TV) Ej: Servicios de control parental";" seguros especificos para proteger a los menores, etiquetado/clasificación de contenidos etc.. Se especificará el nombre, tipo de producto/servicio/herramienta, descripción,  y url pública que confirma la existencia de ese producto/servicio/herramienta"",teleSYGRIS_SERVICIOSPRODUCTOSHERRAMIENTAS__202744,202774,NULL,0";
